questionID,sentence,ChatGPT4_label,label,correct
116,The books that I enjoy reading H.P.,,,
116,Lovecraft and Edgar Allen Poe.,,,
116,I go hunting every Saturday.,,,
116,I feel powerful.,,,
116,"I don't enjoy the killing of the creature, but the hunt of it and to eat and drink the flesh and blood of the creature.",,,
117,I am on my own with my daughter.,,,
117,I am so worried and stressed about her.,,,
118,I just had a newborn.,,,
118,"When I brought him home, my mom told me to leave.",,,
118,Now I'm in a women's home.,,,
118,I don't see my boyfriend that often because he works.,,,
118,The women's place is helping me find an apartment so I can go back to work and get child care.,,,
119,"I have experienced cycles of depression for the past four years, and it hits me harder every time it comes back.",,,
119,"This past time, it was extremely debilitating, so I went on Wellbutrin.",,,
119,I could feel the effects of the medicine after the first week.,,,
119,"A month and a half later, I decided that my depression was being caused by my own unwillingness to move forward and address my behaviors and thoughts that were keeping me in a place of despair.",,,
119,I became worried that the medicine was making me complacent and prohibiting me from working out what I needed to in my life to bring back true fulfillment.,,,
119,I stopped taking it a month ago and feel okay; a lot of the anxiety it was paired with has gone away.,,,
119,"However, I still don't feel my sense of self has been completely regained, and I have days where I feel a zombie-like haze of having no interests or the ability to fully concentrate on anything.",,,
119,Is it better to continue letting time and good habits work out the remaining depression or should I go back on the medicine?,,,
120,"At school, it feels like I've lost all my friends, and I've been really weird with my sleeping patterns.",,,
120,"I used to cut myself, and I really want to again, but I change in the locker rooms because I don¡¯t want anybody to see.",,,
120,I get ticked off easy and overreact.,,,
120,"At night, I¡¯m very depressed and listen to sad music and all that sort of stuff.",,,
120,Please help me.,,,
120,"I just want to be happy again, and I feel like I¡¯m starting to fake a smile at school.",,,
121,I think about death all the time because I feel so alone.,,,
121,I want someone to love and someone to love me.,,,
122,My fianc¨¦e suffers from severe anxiety and depression.,,,
122,She has had it most of her life.,,,
122,Her anxiety in public places is the worst.,,,
122,It gets to points where she can't breathe or move.,,,
122,"Sometimes, she won't even go to the restroom, so she will hold in her pee until her stomach hurts or she pees herself.",,,
122,She curls up in corners at the mall and has panic attacks.,,,
122,She won't eat or drink in public.,,,
122,"If she isn't having a panic attack or crying, she's clinging to me and avoiding everything and everyone.",,,
122,Her depression flares up out of nowhere and causes her to become very suicidal and self-harming.,,,
122,"She get really sick from anxiety and scared to the point that I can't even get her to eat, drink, leave the bed, or go outside.",,,
122,"She always tells me how she grew up around so much fighting and fear that it makes her scared of loud sounds, yelling, conflict, and even talking to strangers in public.",,,
122,She will refuse to go to a store unless I am with her to talk to the cashier for her.,,,
122,She is so scared that I can't even get her to drive.,,,
122,She doesn't want to get her license because she's scared of trying to drive.,,,
122,"Some people have recommended medication, but I believe it's just going to cover up her illness and not solve it.",,,
122,I don't want my fianc¨¦e pumped with drugs.,,,
122,I believe a psychiatric service dog would be the best bet for her.,,,
122,"When we first met my poodle, it would calm her down a lot.",,,
122,"She took the dog out every time we went out, and she seemed much calmer and happier.",,,
122,"She slowly would eat, and the dog seemed to make her feel a lot better.",,,
122,I am worried and want to help her without medication.,,,
123,I'm unemployed just relocated.,,,
123,I can't get approved for a place to live because of past mistakes which follow me to this day.,,,
123,I'm depressed and on the verge of loosing my partner because I'm overwhelmed and have trouble functioning on a daily basis.,,,
123,I see no light at the end of this tunnel and need some help.,,,
123,I see no point in this chaos infested joke some call life.,,,
124,"I'm supposed to stay here the rest of my academic life, but I've never liked it here, not even before I came.",,,
124,"I¡¯ve never felt like I belong, I¡¯ve missed my country every second in the past four months, and I'm just miserable.",,,
124,"I'm gaining weight, doing nothing, and crying for hours straight.",,,
124,Is it time to go back home or is it just culture shock?,,,
125,I am in high school and have been facing anxiety issues lately.,,,
125,"Whenever I get close to being in a relationship, some kind of anxiety takes over and keeps me from the relationship.",,,
125,This anxiety causes me depression at times and even makes me want to vomit.,,,
125,"While a semi-relationship should be joyous, for me, it¡¯s an emotional nightmare I can¡¯t get to the bottom of.",,,
125,I¡¯ve had this before and had to leave the semi-relationship to avoid throwing up every time I made contact with my crush.,,,
125,What could be the reason behind this?,,,
125,Is it massive nerve problems?,,,
125,Is it a fear of a bad relationship?,,,
125,"While I¡¯m not quite ready to be in one anyway, I want to get to the bottom of this for a brighter future in which I can be in one.",,,
125,"I don¡¯t take medications and have no desire to, I have read forums, and I¡¯ve talked about the issue with my sister who has faced similar problems.",,,
126,I just got out of a two year relationship.,,,
126,I broke up with my boyfriend because he wasn't showing any affection at all.,,,
126,He was talking to other women and lying about it.,,,
126,"It pushed me away and hurt me, but I'm still in love with him.",,,
126,"A couple days after our breakup, he was talking to someone new.",,,
126,He told me he wasn't sure if he loved me.,,,
126,"I cried for several days, lost my appetite, and couldn't sleep.",,,
126,Our whole relationship was only us.,,,
126,We didn't have friends.,,,
126,It was me and him against the world.,,,
126,We didn't talk to anyone else because we only wanted to talk to each other.,,,
126,We hung out constantly and Skyped to sleep every single night.,,,
126,"Then, when I cut myself, we talked on Skype.",,,
126,"He cried and told me ""I'm still in love with you, I never stopped loving you,"" and I cried tears of joy.",,,
126,I asked multiple times if he loved me and asked to make sure he wasn't just saying that because of me being so depressed.,,,
126,He promised and assured me he loved me.,,,
126,"He came over after that, and we had sex because he wanted to.",,,
126,"He went the home that night and told me he didn't love me, and he lied because he was scared.",,,
126,"He told me I wasn't attractive, I wasn¡¯t beautiful to him, and that I changed.",,,
126,He also told me he was 100% sure he'd never love me again.,,,
126,I'm still in love with him.,,,
126,Why do I love him?,,,
126,How do I stop?,,,
126,Just knowing that someone else is with him hurts me.,,,
126,That I wasn't good enough and that I'm no longer beautiful hurts me.,,,
126,"I think I need a therapist, but don't know if I should.",,,
127,A friend of mine taking psychology advised I go to my doctor to check if I have major depressive disorder.,,,
127,I'm afraid of the consequences of doing so.,,,
127,"If I do become diagnosed with major depressive disorder, won¡¯t that go on my records?",,,
127,I will never be able to become a counselor along with a list of other things I may be prohibited from.,,,
127,I¡¯m also afraid of taking any anti-depressants.,,,
127,"This year, my doctor gave me some for a ""dislocated hip.""",,,
127,I had a severe reaction and passed out moments after taking them.,,,
127,Everyone I know who has taken anti-depressants says it¡¯s a bad idea all around and you¡¯re better getting treatment without them.,,,
127,I¡¯m concerned they might take me to a clinic and force me to take medication because I am unable to make decisions on my own.,,,
127,"I¡¯m not really suicidal, but I am not really taking care of myself either.",,,
127,Someone also told me they still use electroshock therapy.,,,
127,I¡¯m not keen on that.,,,
127,I¡¯m wondering if I am better off just getting self-help and working things out on my own.,,,
127,It¡¯s just that I've been an emotional mess since I was in elementary school.,,,
127,"I¡¯ve graduated now and tried to stay positive and be happy, but I cannot deny I still am not good.",,,
128,I have no real friends.,,,
128,I have a girlfriend who irritates me but loves me to death.,,,
128,I push her away and pushes me away.,,,
128,"We¡¯re going through a breakup, and I have nobody.",,,
131,I've been hospitalized twice.,,,
131,Once was last month for psychiatric help.,,,
131,"I'm on medicine, but I'm struggling with fighting the negative thoughts, irrational fears, and loneliness.",,,
